,filename,dataDate,dataTime,P1,yearOfCentury,month,day,hour,minute,numberOfCodedValues,validDate,analDate
500,HIRLAM_C11_201302261800+008H00M,20130226,1800,8,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
501,HIRLAM_C11_201302261800+009H00M,20130226,1800,9,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
502,HIRLAM_C11_201302261800+010H00M,20130226,1800,10,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
503,HIRLAM_C11_201302261800+011H00M,20130226,1800,11,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
504,HIRLAM_C11_201302261800+012H00M,20130226,1800,12,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
505,HIRLAM_C11_201302261800+013H00M,20130226,1800,13,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
506,HIRLAM_C11_201302261800+014H00M,20130226,1800,14,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
507,HIRLAM_C11_201302261800+015H00M,20130226,1800,15,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
508,HIRLAM_C11_201302261800+016H00M,20130226,1800,16,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
509,HIRLAM_C11_201302261800+017H00M,20130226,1800,17,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
510,HIRLAM_C11_201302261800+018H00M,20130226,1800,18,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
511,HIRLAM_C11_201302261800+019H00M,20130226,1800,19,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
512,HIRLAM_C11_201302261800+020H00M,20130226,1800,20,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
513,HIRLAM_C11_201302261800+021H00M,20130226,1800,21,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
514,HIRLAM_C11_201302261800+022H00M,20130226,1800,22,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
515,HIRLAM_C11_201302261800+023H00M,20130226,1800,23,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
516,HIRLAM_C11_201302261800+024H00M,20130226,1800,24,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
517,HIRLAM_C11_201302261800+025H00M,20130226,1800,25,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
518,HIRLAM_C11_201302261800+026H00M,20130226,1800,26,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
519,HIRLAM_C11_201302261800+027H00M,20130226,1800,27,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
520,HIRLAM_C11_201302261800+028H00M,20130226,1800,28,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
521,HIRLAM_C11_201302261800+029H00M,20130226,1800,29,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
522,HIRLAM_C11_201302261800+030H00M,20130226,1800,30,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
523,HIRLAM_C11_201302261800+031H00M,20130226,1800,31,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
524,HIRLAM_C11_201302261800+032H00M,20130226,1800,32,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
525,HIRLAM_C11_201302261800+033H00M,20130226,1800,33,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
526,HIRLAM_C11_201302261800+034H00M,20130226,1800,34,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
527,HIRLAM_C11_201302261800+035H00M,20130226,1800,35,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
528,HIRLAM_C11_201302261800+036H00M,20130226,1800,36,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
529,HIRLAM_C11_201302261800+037H00M,20130226,1800,37,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
530,HIRLAM_C11_201302261800+038H00M,20130226,1800,38,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
531,HIRLAM_C11_201302261800+039H00M,20130226,1800,39,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
532,HIRLAM_C11_201302261800+040H00M,20130226,1800,40,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
533,HIRLAM_C11_201302261800+041H00M,20130226,1800,41,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
534,HIRLAM_C11_201302261800+042H00M,20130226,1800,42,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
535,HIRLAM_C11_201302261800+043H00M,20130226,1800,43,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
536,HIRLAM_C11_201302261800+044H00M,20130226,1800,44,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
537,HIRLAM_C11_201302261800+046H00M,20130226,1800,46,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
538,HIRLAM_C11_201302261800+047H00M,20130226,1800,47,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
539,HIRLAM_C11_201302261800+048H00M,20130226,1800,48,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
540,HIRLAM_C11_201302261800+049H00M,20130226,1800,49,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
541,HIRLAM_C11_201302261800+050H00M,20130226,1800,50,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
542,HIRLAM_C11_201302261800+051H00M,20130226,1800,51,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
543,HIRLAM_C11_201302261800+052H00M,20130226,1800,52,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
544,HIRLAM_C11_201302261800+053H00M,20130226,1800,53,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
545,HIRLAM_C11_201302261800+054H00M,20130226,1800,54,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
546,HIRLAM_C11_201302261800+055H00M,20130226,1800,55,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
547,HIRLAM_C11_201302261800+056H00M,20130226,1800,56,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
548,HIRLAM_C11_201302261800+057H00M,20130226,1800,57,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
549,HIRLAM_C11_201302261800+058H00M,20130226,1800,58,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
550,HIRLAM_C11_201302261800+059H00M,20130226,1800,59,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
551,HIRLAM_C11_201302261800+060H00M,20130226,1800,60,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
552,HIRLAM_C11_201302270000+000H00M,20130227,0,0,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
553,HIRLAM_C11_201302270000+001H00M,20130227,0,1,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
554,HIRLAM_C11_201302270000+002H00M,20130227,0,2,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
555,HIRLAM_C11_201302270000+003H00M,20130227,0,3,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
556,HIRLAM_C11_201302270000+004H00M,20130227,0,4,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
557,HIRLAM_C11_201302270000+005H00M,20130227,0,5,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
558,HIRLAM_C11_201302270000+006H00M,20130227,0,6,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
559,HIRLAM_C11_201302270000+007H00M,20130227,0,7,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
560,HIRLAM_C11_201302270000+008H00M,20130227,0,8,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
561,HIRLAM_C11_201302270000+009H00M,20130227,0,9,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
562,HIRLAM_C11_201302270000+010H00M,20130227,0,10,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
563,HIRLAM_C11_201302270000+011H00M,20130227,0,11,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
564,HIRLAM_C11_201302270000+012H00M,20130227,0,12,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
565,HIRLAM_C11_201302270000+013H00M,20130227,0,13,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
566,HIRLAM_C11_201302270000+014H00M,20130227,0,14,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
567,HIRLAM_C11_201302270000+015H00M,20130227,0,15,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
568,HIRLAM_C11_201302270000+016H00M,20130227,0,16,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
569,HIRLAM_C11_201302270000+017H00M,20130227,0,17,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
570,HIRLAM_C11_201302270000+018H00M,20130227,0,18,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
571,HIRLAM_C11_201302270000+019H00M,20130227,0,19,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
572,HIRLAM_C11_201302270000+020H00M,20130227,0,20,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
573,HIRLAM_C11_201302270000+021H00M,20130227,0,21,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
574,HIRLAM_C11_201302270000+022H00M,20130227,0,22,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
575,HIRLAM_C11_201302270000+023H00M,20130227,0,23,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
576,HIRLAM_C11_201302270000+024H00M,20130227,0,24,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
577,HIRLAM_C11_201302270000+025H00M,20130227,0,25,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
578,HIRLAM_C11_201302270000+026H00M,20130227,0,26,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
579,HIRLAM_C11_201302270000+027H00M,20130227,0,27,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
580,HIRLAM_C11_201302270000+028H00M,20130227,0,28,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
581,HIRLAM_C11_201302270000+029H00M,20130227,0,29,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
582,HIRLAM_C11_201302270000+030H00M,20130227,0,30,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
583,HIRLAM_C11_201302270000+031H00M,20130227,0,31,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
584,HIRLAM_C11_201302270000+032H00M,20130227,0,32,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
585,HIRLAM_C11_201302270000+033H00M,20130227,0,33,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
586,HIRLAM_C11_201302270000+034H00M,20130227,0,34,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
587,HIRLAM_C11_201302270000+035H00M,20130227,0,35,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
588,HIRLAM_C11_201302270000+036H00M,20130227,0,36,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
589,HIRLAM_C11_201302270000+037H00M,20130227,0,37,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
590,HIRLAM_C11_201302270000+038H00M,20130227,0,38,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
591,HIRLAM_C11_201302270000+039H00M,20130227,0,39,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
592,HIRLAM_C11_201302270000+040H00M,20130227,0,40,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
593,HIRLAM_C11_201302270000+041H00M,20130227,0,41,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
594,HIRLAM_C11_201302270000+042H00M,20130227,0,42,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
595,HIRLAM_C11_201302270000+043H00M,20130227,0,43,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
596,HIRLAM_C11_201302270000+044H00M,20130227,0,44,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
597,HIRLAM_C11_201302270000+045H00M,20130227,0,45,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
598,HIRLAM_C11_201302270000+046H00M,20130227,0,46,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
599,HIRLAM_C11_201302270000+047H00M,20130227,0,47,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
600,HIRLAM_C11_201302270000+048H00M,20130227,0,48,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
601,HIRLAM_C11_201302270000+049H00M,20130227,0,49,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
602,HIRLAM_C11_201302270000+050H00M,20130227,0,50,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
603,HIRLAM_C11_201302270000+052H00M,20130227,0,52,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
604,HIRLAM_C11_201302270000+053H00M,20130227,0,53,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
605,HIRLAM_C11_201302270000+054H00M,20130227,0,54,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
606,HIRLAM_C11_201302270000+056H00M,20130227,0,56,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
607,HIRLAM_C11_201302270000+057H00M,20130227,0,57,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
608,HIRLAM_C11_201302270000+058H00M,20130227,0,58,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
609,HIRLAM_C11_201302270000+059H00M,20130227,0,59,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
610,HIRLAM_C11_201302270000+060H00M,20130227,0,60,13,2,27,0,0,367236,validDateKeyError,analDateKeyError
611,HIRLAM_C11_201302270600+000H00M,20130227,600,0,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
612,HIRLAM_C11_201302270600+001H00M,20130227,600,1,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
613,HIRLAM_C11_201302270600+002H00M,20130227,600,2,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
614,HIRLAM_C11_201302270600+003H00M,20130227,600,3,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
615,HIRLAM_C11_201302270600+004H00M,20130227,600,4,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
616,HIRLAM_C11_201302270600+005H00M,20130227,600,5,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
617,HIRLAM_C11_201302270600+006H00M,20130227,600,6,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
618,HIRLAM_C11_201302270600+007H00M,20130227,600,7,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
619,HIRLAM_C11_201302270600+008H00M,20130227,600,8,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
620,HIRLAM_C11_201302270600+009H00M,20130227,600,9,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
621,HIRLAM_C11_201302270600+010H00M,20130227,600,10,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
622,HIRLAM_C11_201302270600+011H00M,20130227,600,11,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
623,HIRLAM_C11_201302270600+012H00M,20130227,600,12,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
624,HIRLAM_C11_201302270600+013H00M,20130227,600,13,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
625,HIRLAM_C11_201302270600+014H00M,20130227,600,14,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
626,HIRLAM_C11_201302270600+015H00M,20130227,600,15,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
627,HIRLAM_C11_201302270600+016H00M,20130227,600,16,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
628,HIRLAM_C11_201302270600+017H00M,20130227,600,17,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
629,HIRLAM_C11_201302270600+018H00M,20130227,600,18,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
630,HIRLAM_C11_201302270600+019H00M,20130227,600,19,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
631,HIRLAM_C11_201302270600+020H00M,20130227,600,20,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
632,HIRLAM_C11_201302270600+021H00M,20130227,600,21,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
633,HIRLAM_C11_201302270600+022H00M,20130227,600,22,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
634,HIRLAM_C11_201302270600+023H00M,20130227,600,23,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
635,HIRLAM_C11_201302270600+024H00M,20130227,600,24,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
636,HIRLAM_C11_201302270600+025H00M,20130227,600,25,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
637,HIRLAM_C11_201302270600+026H00M,20130227,600,26,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
638,HIRLAM_C11_201302270600+027H00M,20130227,600,27,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
639,HIRLAM_C11_201302270600+028H00M,20130227,600,28,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
640,HIRLAM_C11_201302270600+029H00M,20130227,600,29,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
641,HIRLAM_C11_201302270600+030H00M,20130227,600,30,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
642,HIRLAM_C11_201302270600+031H00M,20130227,600,31,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
643,HIRLAM_C11_201302270600+032H00M,20130227,600,32,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
644,HIRLAM_C11_201302270600+033H00M,20130227,600,33,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
645,HIRLAM_C11_201302270600+034H00M,20130227,600,34,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
646,HIRLAM_C11_201302270600+035H00M,20130227,600,35,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
647,HIRLAM_C11_201302270600+036H00M,20130227,600,36,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
648,HIRLAM_C11_201302270600+037H00M,20130227,600,37,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
649,HIRLAM_C11_201302270600+038H00M,20130227,600,38,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
650,HIRLAM_C11_201302270600+039H00M,20130227,600,39,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
651,HIRLAM_C11_201302270600+040H00M,20130227,600,40,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
652,HIRLAM_C11_201302270600+041H00M,20130227,600,41,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
653,HIRLAM_C11_201302270600+042H00M,20130227,600,42,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
654,HIRLAM_C11_201302270600+043H00M,20130227,600,43,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
655,HIRLAM_C11_201302270600+044H00M,20130227,600,44,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
656,HIRLAM_C11_201302270600+045H00M,20130227,600,45,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
657,HIRLAM_C11_201302270600+046H00M,20130227,600,46,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
658,HIRLAM_C11_201302270600+048H00M,20130227,600,48,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
659,HIRLAM_C11_201302270600+049H00M,20130227,600,49,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
660,HIRLAM_C11_201302270600+050H00M,20130227,600,50,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
661,HIRLAM_C11_201302270600+051H00M,20130227,600,51,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
662,HIRLAM_C11_201302270600+052H00M,20130227,600,52,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
663,HIRLAM_C11_201302270600+053H00M,20130227,600,53,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
664,HIRLAM_C11_201302270600+054H00M,20130227,600,54,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
665,HIRLAM_C11_201302270600+055H00M,20130227,600,55,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
666,HIRLAM_C11_201302270600+056H00M,20130227,600,56,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
667,HIRLAM_C11_201302270600+057H00M,20130227,600,57,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
668,HIRLAM_C11_201302270600+058H00M,20130227,600,58,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
669,HIRLAM_C11_201302270600+059H00M,20130227,600,59,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
670,HIRLAM_C11_201302270600+060H00M,20130227,600,60,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
671,HIRLAM_C11_201302270600+147H00M,20130227,600,47,13,2,27,6,0,367236,validDateKeyError,analDateKeyError
672,HIRLAM_C11_201302271200+000H00M,20130227,1200,0,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
673,HIRLAM_C11_201302271200+001H00M,20130227,1200,1,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
674,HIRLAM_C11_201302271200+002H00M,20130227,1200,2,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
675,HIRLAM_C11_201302271200+003H00M,20130227,1200,3,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
676,HIRLAM_C11_201302271200+004H00M,20130227,1200,4,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
677,HIRLAM_C11_201302271200+005H00M,20130227,1200,5,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
678,HIRLAM_C11_201302271200+006H00M,20130227,1200,6,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
679,HIRLAM_C11_201302271200+007H00M,20130227,1200,7,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
680,HIRLAM_C11_201302271200+008H00M,20130227,1200,8,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
681,HIRLAM_C11_201302271200+009H00M,20130227,1200,9,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
682,HIRLAM_C11_201302271200+010H00M,20130227,1200,10,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
683,HIRLAM_C11_201302271200+011H00M,20130227,1200,11,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
684,HIRLAM_C11_201302271200+012H00M,20130227,1200,12,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
685,HIRLAM_C11_201302271200+013H00M,20130227,1200,13,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
686,HIRLAM_C11_201302271200+014H00M,20130227,1200,14,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
687,HIRLAM_C11_201302271200+015H00M,20130227,1200,15,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
688,HIRLAM_C11_201302271200+016H00M,20130227,1200,16,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
689,HIRLAM_C11_201302271200+017H00M,20130227,1200,17,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
690,HIRLAM_C11_201302271200+018H00M,20130227,1200,18,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
691,HIRLAM_C11_201302271200+019H00M,20130227,1200,19,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
692,HIRLAM_C11_201302271200+020H00M,20130227,1200,20,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
693,HIRLAM_C11_201302271200+021H00M,20130227,1200,21,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
694,HIRLAM_C11_201302271200+022H00M,20130227,1200,22,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
695,HIRLAM_C11_201302271200+023H00M,20130227,1200,23,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
696,HIRLAM_C11_201302271200+024H00M,20130227,1200,24,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
697,HIRLAM_C11_201302271200+025H00M,20130227,1200,25,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
698,HIRLAM_C11_201302271200+026H00M,20130227,1200,26,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
699,HIRLAM_C11_201302271200+027H00M,20130227,1200,27,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
700,HIRLAM_C11_201302271200+028H00M,20130227,1200,28,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
701,HIRLAM_C11_201302271200+029H00M,20130227,1200,29,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
702,HIRLAM_C11_201302271200+030H00M,20130227,1200,30,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
703,HIRLAM_C11_201302271200+031H00M,20130227,1200,31,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
704,HIRLAM_C11_201302271200+032H00M,20130227,1200,32,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
705,HIRLAM_C11_201302271200+033H00M,20130227,1200,33,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
706,HIRLAM_C11_201302271200+034H00M,20130227,1200,34,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
707,HIRLAM_C11_201302271200+035H00M,20130227,1200,35,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
708,HIRLAM_C11_201302271200+036H00M,20130227,1200,36,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
709,HIRLAM_C11_201302271200+037H00M,20130227,1200,37,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
710,HIRLAM_C11_201302271200+038H00M,20130227,1200,38,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
711,HIRLAM_C11_201302271200+039H00M,20130227,1200,39,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
712,HIRLAM_C11_201302271200+040H00M,20130227,1200,40,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
713,HIRLAM_C11_201302271200+041H00M,20130227,1200,41,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
714,HIRLAM_C11_201302271200+042H00M,20130227,1200,42,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
715,HIRLAM_C11_201302271200+043H00M,20130227,1200,43,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
716,HIRLAM_C11_201302271200+044H00M,20130227,1200,44,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
717,HIRLAM_C11_201302271200+045H00M,20130227,1200,45,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
718,HIRLAM_C11_201302271200+046H00M,20130227,1200,46,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
719,HIRLAM_C11_201302271200+047H00M,20130227,1200,47,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
720,HIRLAM_C11_201302271200+048H00M,20130227,1200,48,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
721,HIRLAM_C11_201302271200+049H00M,20130227,1200,49,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
722,HIRLAM_C11_201302271200+050H00M,20130227,1200,50,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
723,HIRLAM_C11_201302271200+051H00M,20130227,1200,51,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
724,HIRLAM_C11_201302271200+052H00M,20130227,1200,52,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
725,HIRLAM_C11_201302271200+053H00M,20130227,1200,53,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
726,HIRLAM_C11_201302271200+054H00M,20130227,1200,54,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
727,HIRLAM_C11_201302271200+055H00M,20130227,1200,55,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
728,HIRLAM_C11_201302271200+056H00M,20130227,1200,56,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
729,HIRLAM_C11_201302271200+057H00M,20130227,1200,57,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
730,HIRLAM_C11_201302271200+058H00M,20130227,1200,58,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
731,HIRLAM_C11_201302271200+059H00M,20130227,1200,59,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
732,HIRLAM_C11_201302271200+060H00M,20130227,1200,60,13,2,27,12,0,367236,validDateKeyError,analDateKeyError
733,HIRLAM_C11_201302271800+000H00M,20130227,1800,0,13,2,27,18,0,367236,validDateKeyError,analDateKeyError
