,filename,dataDate,dataTime,P1,yearOfCentury,month,day,hour,minute,numberOfCodedValues,validDate,analDate
266,HIRLAM_C11_201302251800+020H00M,20130225,1800,20,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
267,HIRLAM_C11_201302251800+021H00M,20130225,1800,21,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
268,HIRLAM_C11_201302251800+022H00M,20130225,1800,22,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
269,HIRLAM_C11_201302251800+023H00M,20130225,1800,23,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
270,HIRLAM_C11_201302251800+024H00M,20130225,1800,24,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
271,HIRLAM_C11_201302251800+025H00M,20130225,1800,25,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
272,HIRLAM_C11_201302251800+026H00M,20130225,1800,26,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
273,HIRLAM_C11_201302251800+027H00M,20130225,1800,27,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
274,HIRLAM_C11_201302251800+028H00M,20130225,1800,28,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
275,HIRLAM_C11_201302251800+029H00M,20130225,1800,29,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
276,HIRLAM_C11_201302251800+030H00M,20130225,1800,30,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
277,HIRLAM_C11_201302251800+031H00M,20130225,1800,31,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
278,HIRLAM_C11_201302251800+032H00M,20130225,1800,32,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
279,HIRLAM_C11_201302251800+033H00M,20130225,1800,33,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
280,HIRLAM_C11_201302251800+034H00M,20130225,1800,34,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
281,HIRLAM_C11_201302251800+035H00M,20130225,1800,35,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
282,HIRLAM_C11_201302251800+036H00M,20130225,1800,36,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
283,HIRLAM_C11_201302251800+037H00M,20130225,1800,37,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
284,HIRLAM_C11_201302251800+038H00M,20130225,1800,38,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
285,HIRLAM_C11_201302251800+039H00M,20130225,1800,39,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
286,HIRLAM_C11_201302251800+040H00M,20130225,1800,40,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
287,HIRLAM_C11_201302251800+041H00M,20130225,1800,41,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
288,HIRLAM_C11_201302251800+042H00M,20130225,1800,42,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
289,HIRLAM_C11_201302251800+043H00M,20130225,1800,43,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
290,HIRLAM_C11_201302251800+044H00M,20130225,1800,44,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
291,HIRLAM_C11_201302251800+045H00M,20130225,1800,45,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
292,HIRLAM_C11_201302251800+046H00M,20130225,1800,46,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
293,HIRLAM_C11_201302251800+047H00M,20130225,1800,47,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
294,HIRLAM_C11_201302251800+048H00M,20130225,1800,48,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
295,HIRLAM_C11_201302251800+049H00M,20130225,1800,49,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
296,HIRLAM_C11_201302251800+050H00M,20130225,1800,50,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
297,HIRLAM_C11_201302251800+051H00M,20130225,1800,51,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
298,HIRLAM_C11_201302251800+052H00M,20130225,1800,52,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
299,HIRLAM_C11_201302251800+053H00M,20130225,1800,53,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
300,HIRLAM_C11_201302251800+054H00M,20130225,1800,54,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
301,HIRLAM_C11_201302251800+055H00M,20130225,1800,55,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
302,HIRLAM_C11_201302251800+056H00M,20130225,1800,56,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
303,HIRLAM_C11_201302251800+057H00M,20130225,1800,57,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
304,HIRLAM_C11_201302251800+058H00M,20130225,1800,58,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
305,HIRLAM_C11_201302251800+059H00M,20130225,1800,59,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
306,HIRLAM_C11_201302251800+060H00M,20130225,1800,60,13,2,25,18,0,367236,validDateKeyError,analDateKeyError
307,HIRLAM_C11_201302260000+000H00M,20130226,0,0,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
308,HIRLAM_C11_201302260000+000H15M,20130226,0,0,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
309,HIRLAM_C11_201302260000+001H00M,20130226,0,1,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
310,HIRLAM_C11_201302260000+002H00M,20130226,0,2,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
311,HIRLAM_C11_201302260000+003H00M,20130226,0,3,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
312,HIRLAM_C11_201302260000+004H00M,20130226,0,4,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
313,HIRLAM_C11_201302260000+005H00M,20130226,0,5,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
314,HIRLAM_C11_201302260000+006H00M,20130226,0,6,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
315,HIRLAM_C11_201302260000+007H00M,20130226,0,7,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
316,HIRLAM_C11_201302260000+008H00M,20130226,0,8,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
317,HIRLAM_C11_201302260000+009H00M,20130226,0,9,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
318,HIRLAM_C11_201302260000+010H00M,20130226,0,10,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
319,HIRLAM_C11_201302260000+011H00M,20130226,0,11,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
320,HIRLAM_C11_201302260000+012H00M,20130226,0,12,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
321,HIRLAM_C11_201302260000+013H00M,20130226,0,13,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
322,HIRLAM_C11_201302260000+014H00M,20130226,0,14,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
323,HIRLAM_C11_201302260000+015H00M,20130226,0,15,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
324,HIRLAM_C11_201302260000+016H00M,20130226,0,16,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
325,HIRLAM_C11_201302260000+017H00M,20130226,0,17,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
326,HIRLAM_C11_201302260000+018H00M,20130226,0,18,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
327,HIRLAM_C11_201302260000+019H00M,20130226,0,19,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
328,HIRLAM_C11_201302260000+020H00M,20130226,0,20,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
329,HIRLAM_C11_201302260000+021H00M,20130226,0,21,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
330,HIRLAM_C11_201302260000+022H00M,20130226,0,22,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
331,HIRLAM_C11_201302260000+023H00M,20130226,0,23,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
332,HIRLAM_C11_201302260000+024H00M,20130226,0,24,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
333,HIRLAM_C11_201302260000+025H00M,20130226,0,25,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
334,HIRLAM_C11_201302260000+026H00M,20130226,0,26,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
335,HIRLAM_C11_201302260000+027H00M,20130226,0,27,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
336,HIRLAM_C11_201302260000+028H00M,20130226,0,28,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
337,HIRLAM_C11_201302260000+029H00M,20130226,0,29,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
338,HIRLAM_C11_201302260000+030H00M,20130226,0,30,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
339,HIRLAM_C11_201302260000+031H00M,20130226,0,31,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
340,HIRLAM_C11_201302260000+032H00M,20130226,0,32,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
341,HIRLAM_C11_201302260000+033H00M,20130226,0,33,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
342,HIRLAM_C11_201302260000+034H00M,20130226,0,34,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
343,HIRLAM_C11_201302260000+035H00M,20130226,0,35,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
344,HIRLAM_C11_201302260000+036H00M,20130226,0,36,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
345,HIRLAM_C11_201302260000+037H00M,20130226,0,37,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
346,HIRLAM_C11_201302260000+038H00M,20130226,0,38,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
347,HIRLAM_C11_201302260000+039H00M,20130226,0,39,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
348,HIRLAM_C11_201302260000+040H00M,20130226,0,40,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
349,HIRLAM_C11_201302260000+041H00M,20130226,0,41,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
350,HIRLAM_C11_201302260000+042H00M,20130226,0,42,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
351,HIRLAM_C11_201302260000+043H00M,20130226,0,43,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
352,HIRLAM_C11_201302260000+044H00M,20130226,0,44,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
353,HIRLAM_C11_201302260000+045H00M,20130226,0,45,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
354,HIRLAM_C11_201302260000+046H00M,20130226,0,46,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
355,HIRLAM_C11_201302260000+047H00M,20130226,0,47,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
356,HIRLAM_C11_201302260000+048H00M,20130226,0,48,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
357,HIRLAM_C11_201302260000+049H00M,20130226,0,49,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
358,HIRLAM_C11_201302260000+050H00M,20130226,0,50,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
359,HIRLAM_C11_201302260000+051H00M,20130226,0,51,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
360,HIRLAM_C11_201302260000+052H00M,20130226,0,52,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
361,HIRLAM_C11_201302260000+053H00M,20130226,0,53,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
362,HIRLAM_C11_201302260000+054H00M,20130226,0,54,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
363,HIRLAM_C11_201302260000+055H00M,20130226,0,55,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
364,HIRLAM_C11_201302260000+056H00M,20130226,0,56,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
365,HIRLAM_C11_201302260000+057H00M,20130226,0,57,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
366,HIRLAM_C11_201302260000+058H00M,20130226,0,58,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
367,HIRLAM_C11_201302260000+059H00M,20130226,0,59,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
368,HIRLAM_C11_201302260000+060H00M,20130226,0,60,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
369,HIRLAM_C11_201302260600+000H00M,20130226,0,60,13,2,26,0,0,367236,validDateKeyError,analDateKeyError
370,HIRLAM_C11_201302260600+001H00M,20130226,600,1,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
371,HIRLAM_C11_201302260600+002H00M,20130226,600,2,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
372,HIRLAM_C11_201302260600+003H00M,20130226,600,3,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
373,HIRLAM_C11_201302260600+004H00M,20130226,600,4,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
374,HIRLAM_C11_201302260600+00500M,20130226,600,5,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
375,HIRLAM_C11_201302260600+005H00M,20130226,600,5,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
376,HIRLAM_C11_201302260600+006H00M,20130226,600,6,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
377,HIRLAM_C11_201302260600+007H00M,20130226,600,7,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
378,HIRLAM_C11_201302260600+008H00M,20130226,600,8,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
379,HIRLAM_C11_201302260600+009H00M,20130226,600,9,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
380,HIRLAM_C11_201302260600+010H00M,20130226,600,10,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
381,HIRLAM_C11_201302260600+011H00M,20130226,600,11,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
382,HIRLAM_C11_201302260600+012H00M,20130226,600,12,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
383,HIRLAM_C11_201302260600+013H00M,20130226,600,13,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
384,HIRLAM_C11_201302260600+014H00M,20130226,600,14,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
385,HIRLAM_C11_201302260600+015H00M,20130226,600,15,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
386,HIRLAM_C11_201302260600+016H00M,20130226,600,16,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
387,HIRLAM_C11_201302260600+017H00M,20130226,600,17,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
388,HIRLAM_C11_201302260600+018H00M,20130226,600,18,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
389,HIRLAM_C11_201302260600+019H00M,20130226,600,19,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
390,HIRLAM_C11_201302260600+020H00M,20130226,600,20,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
391,HIRLAM_C11_201302260600+021H00M,20130226,600,21,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
392,HIRLAM_C11_201302260600+022H00M,20130226,600,22,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
393,HIRLAM_C11_201302260600+023H00M,20130226,600,23,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
394,HIRLAM_C11_201302260600+024H00M,20130226,600,24,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
395,HIRLAM_C11_201302260600+025H00M,20130226,600,25,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
396,HIRLAM_C11_201302260600+026H00M,20130226,600,26,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
397,HIRLAM_C11_201302260600+027H00M,20130226,600,27,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
398,HIRLAM_C11_201302260600+028H00M,20130226,600,28,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
399,HIRLAM_C11_201302260600+029H00M,20130226,600,29,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
400,HIRLAM_C11_201302260600+030H00M,20130226,600,30,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
401,HIRLAM_C11_201302260600+031H00M,20130226,600,31,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
402,HIRLAM_C11_201302260600+032H00M,20130226,600,32,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
403,HIRLAM_C11_201302260600+033H00M,20130226,600,33,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
404,HIRLAM_C11_201302260600+034H00M,20130226,600,34,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
405,HIRLAM_C11_201302260600+035H00M,20130226,600,35,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
406,HIRLAM_C11_201302260600+036H00M,20130226,600,36,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
407,HIRLAM_C11_201302260600+037H00M,20130226,600,37,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
408,HIRLAM_C11_201302260600+038H00M,20130226,600,38,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
409,HIRLAM_C11_201302260600+039H00M,20130226,600,39,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
410,HIRLAM_C11_201302260600+040H00M,20130226,600,40,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
411,HIRLAM_C11_201302260600+041H00M,20130226,600,41,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
412,HIRLAM_C11_201302260600+042H00M,20130226,600,42,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
413,HIRLAM_C11_201302260600+043H00M,20130226,600,43,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
414,HIRLAM_C11_201302260600+044H00M,20130226,600,44,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
415,HIRLAM_C11_201302260600+045H00M,20130226,600,45,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
416,HIRLAM_C11_201302260600+046H00M,20130226,600,46,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
417,HIRLAM_C11_201302260600+047H00M,20130226,600,47,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
418,HIRLAM_C11_201302260600+048H00M,20130226,600,48,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
419,HIRLAM_C11_201302260600+049H00M,20130226,600,49,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
420,HIRLAM_C11_201302260600+050H00M,20130226,600,50,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
421,HIRLAM_C11_201302260600+051H00M,20130226,600,51,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
422,HIRLAM_C11_201302260600+052H00M,20130226,600,52,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
423,HIRLAM_C11_201302260600+053H00M,20130226,600,53,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
424,HIRLAM_C11_201302260600+054H00M,20130226,600,54,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
425,HIRLAM_C11_201302260600+055H00M,20130226,600,55,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
426,HIRLAM_C11_201302260600+056H00M,20130226,600,56,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
427,HIRLAM_C11_201302260600+057H00M,20130226,600,57,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
428,HIRLAM_C11_201302260600+058H00M,20130226,600,58,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
429,HIRLAM_C11_201302260600+059H00M,20130226,600,59,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
430,HIRLAM_C11_201302260600+060H00M,20130226,600,60,13,2,26,6,0,367236,validDateKeyError,analDateKeyError
431,HIRLAM_C11_201302261200+000H00M,20130226,1200,0,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
432,HIRLAM_C11_201302261200+001H00M,20130226,1200,1,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
433,HIRLAM_C11_201302261200+002H00M,20130226,1200,2,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
434,HIRLAM_C11_201302261200+003H00M,20130226,1200,3,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
435,HIRLAM_C11_201302261200+004H00M,20130226,1200,4,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
436,HIRLAM_C11_201302261200+005H00M,20130226,1200,5,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
437,HIRLAM_C11_201302261200+006H00M,20130226,1200,6,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
438,HIRLAM_C11_201302261200+007H00M,20130226,1200,7,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
439,HIRLAM_C11_201302261200+008H00M,20130226,1200,8,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
440,HIRLAM_C11_201302261200+009H00M,20130226,1200,9,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
441,HIRLAM_C11_201302261200+010H00M,20130226,1200,10,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
442,HIRLAM_C11_201302261200+011H00M,20130226,1200,11,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
443,HIRLAM_C11_201302261200+012H00M,20130226,1200,12,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
444,HIRLAM_C11_201302261200+013H00M,20130226,1200,13,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
445,HIRLAM_C11_201302261200+014H00M,20130226,1200,14,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
446,HIRLAM_C11_201302261200+015H00M,20130226,1200,15,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
447,HIRLAM_C11_201302261200+016H00M,20130226,1200,16,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
448,HIRLAM_C11_201302261200+017H00M,20130226,1200,17,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
449,HIRLAM_C11_201302261200+018H00M,20130226,1200,18,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
450,HIRLAM_C11_201302261200+019H00M,20130226,1200,19,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
451,HIRLAM_C11_201302261200+020H00M,20130226,1200,20,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
452,HIRLAM_C11_201302261200+021H00M,20130226,1200,21,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
453,HIRLAM_C11_201302261200+022H00M,20130226,1200,22,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
454,HIRLAM_C11_201302261200+023H00M,20130226,1200,23,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
455,HIRLAM_C11_201302261200+024H00M,20130226,1200,24,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
456,HIRLAM_C11_201302261200+025H00M,20130226,1200,25,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
457,HIRLAM_C11_201302261200+026H00M,20130226,1200,26,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
458,HIRLAM_C11_201302261200+027H00M,20130226,1200,27,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
459,HIRLAM_C11_201302261200+028H00M,20130226,1200,28,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
460,HIRLAM_C11_201302261200+029H00M,20130226,1200,29,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
461,HIRLAM_C11_201302261200+030H00M,20130226,1200,30,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
462,HIRLAM_C11_201302261200+031H00M,20130226,1200,31,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
463,HIRLAM_C11_201302261200+032H00M,20130226,1200,32,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
464,HIRLAM_C11_201302261200+033H00M,20130226,1200,33,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
465,HIRLAM_C11_201302261200+034H00M,20130226,1200,34,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
466,HIRLAM_C11_201302261200+035H00M,20130226,1200,35,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
467,HIRLAM_C11_201302261200+036H00M,20130226,1200,36,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
468,HIRLAM_C11_201302261200+037H00M,20130226,1200,37,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
469,HIRLAM_C11_201302261200+038H00M,20130226,1200,38,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
470,HIRLAM_C11_201302261200+039H00M,20130226,1200,39,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
471,HIRLAM_C11_201302261200+040H00M,20130226,1200,40,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
472,HIRLAM_C11_201302261200+041H00M,20130226,1200,41,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
473,HIRLAM_C11_201302261200+042H00M,20130226,1200,42,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
474,HIRLAM_C11_201302261200+043H00M,20130226,1200,43,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
475,HIRLAM_C11_201302261200+044H00M,20130226,1200,44,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
476,HIRLAM_C11_201302261200+045H00M,20130226,1200,45,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
477,HIRLAM_C11_201302261200+046H00M,20130226,1200,46,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
478,HIRLAM_C11_201302261200+047H00M,20130226,1200,47,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
479,HIRLAM_C11_201302261200+048H00M,20130226,1200,48,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
480,HIRLAM_C11_201302261200+049H00M,20130226,1200,49,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
481,HIRLAM_C11_201302261200+050H00M,20130226,1200,50,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
482,HIRLAM_C11_201302261200+051H00M,20130226,1200,51,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
483,HIRLAM_C11_201302261200+052H00M,20130226,1200,52,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
484,HIRLAM_C11_201302261200+053H00M,20130226,1200,53,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
485,HIRLAM_C11_201302261200+054H00M,20130226,1200,54,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
486,HIRLAM_C11_201302261200+055H00M,20130226,1200,55,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
487,HIRLAM_C11_201302261200+056H00M,20130226,1200,56,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
488,HIRLAM_C11_201302261200+057H00M,20130226,1200,57,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
489,HIRLAM_C11_201302261200+058H00M,20130226,1200,58,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
490,HIRLAM_C11_201302261200+059H00M,20130226,1200,59,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
491,HIRLAM_C11_201302261200+060H00M,20130226,1200,60,13,2,26,12,0,367236,validDateKeyError,analDateKeyError
492,HIRLAM_C11_201302261800+000H00M,20130226,1800,0,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
493,HIRLAM_C11_201302261800+001H00M,20130226,1800,1,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
494,HIRLAM_C11_201302261800+002H00M,20130226,1800,2,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
495,HIRLAM_C11_201302261800+003H00M,20130226,1800,3,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
496,HIRLAM_C11_201302261800+004H00M,20130226,1800,4,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
497,HIRLAM_C11_201302261800+005H00M,20130226,1800,5,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
498,HIRLAM_C11_201302261800+006H00M,20130226,1800,6,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
499,HIRLAM_C11_201302261800+007H00M,20130226,1800,7,13,2,26,18,0,367236,validDateKeyError,analDateKeyError
